Área plantada ou destinada à colheita
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Zona da Mata (MG);0;87;202330;23725;357;974;32772;0;0

Fonte: "IBGE - Produção Agrícola Municipal"
