Quantidade produzida
 ;Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
Zona da Mata (MG);0;280;263445;25226;7589;13859;155660;0;0

Fonte: "IBGE - Produção Agrícola Municipal"
